Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group,Id
7.1,Long,M,No,46,0,1,1,0,0,1,0,1807
3.32,Medium,F,No,25,0,0,0,0,0,1,0,1808
8.78,Long,M,Yes,30,0,0,0,0,1,0,0,1809
3.7,Short,M,Yes,38,0,0,0,0,0,0,1,1810
2.73,Short,F,No,44,1,0,0,0,0,1,0,1811
4.56,Long,F,No,52,0,0,0,0,1,1,0,1812
3.48,Short,M,No,28,1,0,0,0,0,0,0,1813
5.94,Long,F,No,40,1,1,0,0,0,1,0,1814
5.07,Long,M,Yes,29,0,0,0,0,1,1,0,1815
2.36,Medium,F,No,22,1,0,0,0,0,0,0,1816
8.32,Medium,M,Yes,27,0,1,0,0,0,0,0,1817
3.89,Medium,M,Yes,36,0,0,0,0,0,1,0,1818
3.14,Short,F,Yes,26,0,0,0,0,0,0,0,1819
8.22,Long,F,Yes,23,1,0,0,0,0,0,0,1820
5.79,Medium,F,No,37,1,0,0,0,1,1,0,1821
8.55,Short,M,Yes,41,0,1,1,0,1,1,0,1822
8.81,Long,F,No,22,0,0,0,0,1,0,0,1823
8.99,Medium,F,Yes,30,0,0,1,0,0,0,0,1824
5.61,Long,F,No,32,1,0,0,1,0,1,0,1825
9.82,Short,M,No,44,0,0,0,0,0,0,0,1826
7.57,Long,M,Yes,29,0,0,0,0,1,0,0,1827
9.34,Long,F,No,37,1,0,0,0,1,1,0,1828
8.52,Long,M,Yes,18,1,0,0,0,0,0,0,1829
4.23,Medium,M,Yes,24,1,1,0,0,1,1,1,1830
5.2,Long,F,No,54,0,1,0,0,0,1,0,1831
2.68,Medium,F,Yes,34,1,1,0,0,1,1,0,1832
9.13,Medium,F,Yes,23,0,0,0,1,0,1,1,1833
8.63,Long,F,Yes,41,1,1,1,0,0,1,0,1834
6.05,Long,M,Yes,51,0,0,0,0,1,0,0,1835
2.67,Short,M,Yes,22,0,0,0,0,0,0,0,1836
7.62,Long,F,Yes,42,1,1,1,0,0,1,0,1837
3.01,Long,M,Yes,56,1,0,0,0,0,0,0,1838
6.55,Long,M,Yes,36,0,0,0,0,0,0,0,1839
6.38,Long,F,Yes,52,0,0,0,0,0,1,1,1840
4.48,Short,F,Yes,24,0,0,0,0,0,1,0,1841
8.36,Medium,F,Yes,33,1,0,0,1,0,0,1,1842
3.57,Medium,M,Yes,36,0,0,0,0,1,0,1,1843
7.74,Long,F,Yes,33,0,0,0,0,1,0,0,1844
2.8,Long,M,No,34,1,1,1,1,0,0,1,1845
3.16,Long,F,No,21,0,1,1,0,0,1,1,1846
8.72,Medium,M,No,32,1,0,0,0,1,0,1,1847
4.28,Medium,M,No,36,0,0,0,0,1,0,0,1848
5.4,Long,M,Yes,36,1,1,0,0,0,0,0,1849
3.74,Long,F,Yes,35,0,0,0,0,0,0,0,1850
3.63,Long,M,Yes,43,1,1,0,0,0,1,0,1851
9.42,Medium,M,No,45,1,0,0,0,1,0,0,1852
4.19,Long,F,Yes,32,1,0,0,0,0,0,0,1853
4.65,Long,F,Yes,29,1,1,0,0,0,1,0,1854
7.39,Short,M,No,41,0,0,1,0,0,0,1,1855
7.18,Long,F,Yes,46,0,1,0,0,0,1,0,1856
4.62,Short,M,No,32,0,1,0,1,0,1,1,1857
8.89,Medium,M,No,43,0,1,0,0,0,1,0,1858
6.95,Long,M,No,46,0,0,0,0,0,0,0,1859
5.22,Medium,M,No,27,0,0,0,0,1,1,0,1860
3.53,Short,F,No,19,0,0,0,0,0,0,0,1861
9.48,Long,F,Yes,49,0,0,0,0,0,0,0,1862
3.05,Medium,M,Yes,38,0,0,0,0,0,0,0,1863
5.79,Long,M,Yes,23,0,0,0,0,0,0,0,1864
5.68,Long,F,No,49,1,1,0,0,0,1,0,1865
7.46,Medium,F,No,28,0,0,0,0,0,0,0,1866
5.23,Medium,F,Yes,33,0,0,0,0,0,0,0,1867
7.24,Medium,F,Yes,31,1,1,0,0,0,1,0,1868
5.58,Long,F,No,45,0,0,0,1,1,0,1,1869
8.23,Medium,M,Yes,36,1,1,1,0,0,1,0,1870
6.13,Short,F,No,45,0,1,0,0,1,0,1,1871
9.35,Medium,M,Yes,53,0,0,0,0,1,1,1,1872
4.14,Short,F,Yes,32,0,0,1,0,0,0,0,1873
4.75,Medium,M,No,18,1,1,0,0,1,1,1,1874
9.43,Medium,F,No,46,0,0,1,0,0,1,1,1875
4.5,Long,M,No,23,0,0,0,0,0,0,0,1876
7.8,Medium,M,Yes,31,0,1,0,0,0,0,0,1877
8.65,Medium,M,Yes,22,0,0,0,0,0,0,0,1878
9.82,Medium,F,No,50,1,1,1,0,0,1,0,1879
5.03,Long,M,Yes,29,0,0,0,0,1,0,0,1880
4.77,Long,F,Yes,50,1,1,1,0,0,1,0,1881
8.82,Long,F,Yes,34,0,0,0,0,1,0,0,1882
5.52,Short,F,Yes,28,0,0,0,0,1,0,0,1883
7.18,Long,M,No,47,1,0,1,1,1,0,1,1884
9.25,Long,F,No,22,0,0,0,0,0,0,1,1885
3.08,Long,M,Yes,29,1,1,0,0,0,1,0,1886
5.65,Long,M,Yes,43,0,0,0,1,0,0,0,1887
3.6,Medium,M,No,39,0,0,0,0,0,1,0,1888
5.82,Medium,M,Yes,52,1,1,0,0,0,1,0,1889
8.31,Long,M,Yes,43,0,0,0,0,0,0,0,1890
5.02,Short,M,Yes,25,1,0,0,0,1,0,0,1891
8.85,Medium,M,Yes,27,1,1,0,0,0,1,0,1892
4.46,Long,M,Yes,26,1,0,0,0,0,1,0,1893
5.89,Short,F,Yes,33,1,1,1,0,0,1,0,1894
9.54,Long,M,Yes,44,0,0,0,0,0,0,0,1895
6.53,Long,M,No,56,1,0,1,0,1,1,0,1896
4.75,Long,M,Yes,32,0,0,0,0,0,0,0,1897
7.25,Medium,F,No,37,1,0,0,0,1,0,0,1898
4.91,Medium,F,No,21,0,0,0,0,1,0,1,1899
3.91,Medium,F,No,48,1,0,0,0,0,0,0,1900
6.61,Medium,F,No,42,1,1,1,1,1,1,1,1901
5.13,Medium,M,Yes,46,0,0,0,0,0,0,0,1902
2.69,Medium,F,No,40,0,0,0,0,0,0,0,1903
3.77,Short,F,Yes,49,1,1,1,0,0,1,1,1904
4.42,Long,M,No,34,0,0,0,0,0,0,0,1905
3.86,Long,F,Yes,36,0,0,0,0,1,0,1,1906
5.58,Long,F,No,54,1,0,0,0,0,0,0,1907
8.96,Long,F,Yes,27,0,0,0,0,0,0,0,1908
8.73,Medium,M,No,22,0,0,0,0,0,1,0,1909
3.54,Short,F,No,34,0,1,0,0,1,0,0,1910
4.18,Long,M,Yes,21,0,0,0,0,0,0,0,1911
6.05,Long,F,No,49,0,0,0,0,0,0,0,1912
2.37,Short,M,Yes,41,1,1,1,0,0,1,0,1913
5.43,Long,F,Yes,26,0,0,0,0,0,0,0,1914
9.98,Medium,M,Yes,50,0,0,0,0,1,0,1,1915
10.03,Medium,F,No,34,0,0,0,0,0,1,0,1916
5.37,Long,F,No,40,0,0,0,0,0,0,0,1917
7.73,Long,F,No,32,1,1,0,0,1,1,0,1918
9.66,Medium,M,No,39,1,1,1,0,1,0,0,1919
8.01,Long,M,No,37,1,0,0,0,0,1,0,1920
9.13,Long,F,No,50,0,0,0,0,1,1,0,1921
9.48,Medium,F,Yes,25,1,0,0,0,0,0,0,1922
8.42,Long,M,No,52,1,0,0,0,1,1,0,1923
7.35,Long,F,Yes,51,0,0,0,0,0,1,1,1924
6.65,Long,M,Yes,41,1,0,0,0,0,1,0,1925
9.78,Short,M,Yes,48,1,1,1,0,0,1,0,1926
8.01,Long,F,No,32,0,0,0,0,1,0,0,1927
5.39,Short,F,No,51,1,1,1,0,1,1,0,1928
7.88,Long,F,Yes,49,0,0,0,0,0,0,0,1929
7.9,Short,F,No,30,0,0,0,0,0,0,0,1930
2.64,Long,M,Yes,51,1,1,1,1,1,1,0,1931
7.39,Long,F,No,50,1,1,0,0,0,1,0,1932
8.15,Medium,M,Yes,40,1,0,1,0,0,1,0,1933
4.91,Medium,F,Yes,22,0,0,1,0,0,0,0,1934
4.29,Short,M,Yes,23,0,0,0,0,0,0,0,1935
5.23,Medium,M,No,27,1,1,0,1,0,1,0,1936
5.03,Long,F,Yes,24,1,0,0,0,0,0,0,1937
5.35,Long,F,Yes,52,0,0,0,0,1,0,0,1938
6.88,Medium,M,Yes,19,0,0,1,0,1,1,0,1939
9.2,Short,F,No,53,1,1,0,0,0,1,0,1940
6.01,Short,M,Yes,20,0,0,0,1,0,0,0,1941
8.4,Short,M,No,25,0,0,0,0,1,0,0,1942
8.05,Medium,M,Yes,43,1,1,0,0,0,0,0,1943
2.22,Medium,M,Yes,43,1,1,0,0,1,1,0,1944
8.83,Long,F,No,36,0,0,1,0,1,1,1,1945
9.3,Short,F,No,26,1,0,0,0,0,1,0,1946
3.8,Medium,M,Yes,47,0,0,0,0,1,1,0,1947
7.27,Medium,M,No,38,0,0,0,0,0,1,0,1948
9.04,Long,M,No,34,1,1,0,0,0,1,0,1949
4.24,Long,M,Yes,23,0,0,0,0,0,0,1,1950
8,Short,F,Yes,39,0,0,0,0,0,0,0,1951
3.64,Long,M,No,50,0,0,0,1,1,0,0,1952
5.04,Short,F,No,50,0,0,0,0,0,0,0,1953
3.87,Short,M,No,46,0,0,0,0,0,0,0,1954
4.98,Medium,F,No,41,0,0,0,0,0,1,0,1955
8.82,Long,F,No,24,0,0,0,1,0,0,1,1956
2.67,Long,F,Yes,32,0,0,0,0,0,0,0,1957
5.34,Long,M,No,28,0,1,1,0,1,1,1,1958
7.86,Long,F,Yes,35,1,1,0,0,0,1,0,1959
2.32,Short,F,Yes,30,0,0,0,0,0,1,0,1960
5.57,Short,F,Yes,49,0,0,0,0,0,0,0,1961
3.33,Long,M,No,52,1,0,0,0,0,0,0,1962
9.86,Medium,M,No,33,0,0,0,0,1,0,1,1963
3.67,Medium,M,No,42,0,0,0,0,0,0,0,1964
2.62,Long,F,No,42,0,1,1,0,1,1,0,1965
3.92,Medium,M,Yes,29,0,0,0,0,0,0,0,1966
6.39,Medium,M,No,52,1,1,0,1,0,1,0,1967
3.69,Long,M,Yes,55,0,0,0,0,0,1,1,1968
3.18,Long,M,Yes,38,0,0,0,0,1,0,0,1969
8.36,Medium,F,Yes,54,0,0,0,1,0,0,0,1970
9.37,Medium,F,Yes,18,0,1,1,0,0,1,0,1971
8.15,Long,M,Yes,38,1,0,1,0,0,0,0,1972
6.42,Short,F,Yes,49,0,1,0,0,0,1,0,1973
6.88,Medium,F,Yes,44,0,0,0,0,0,0,0,1974
9.84,Short,F,No,30,1,0,0,0,1,1,0,1975
6.33,Medium,M,Yes,44,0,0,0,0,1,0,1,1976
5.92,Medium,M,No,26,0,0,0,0,0,0,0,1977
4.92,Medium,M,No,55,0,0,0,0,0,1,0,1978
7.58,Medium,M,No,48,1,1,0,0,0,1,0,1979
5.28,Long,M,Yes,28,1,1,0,0,0,1,1,1980
3.48,Long,F,No,51,1,1,0,0,1,1,1,1981
5.67,Long,F,No,32,0,0,0,0,1,0,0,1982
8.88,Medium,F,Yes,33,1,1,0,0,0,1,0,1983
3.62,Long,M,Yes,25,0,0,0,0,1,1,0,1984
9.09,Short,F,Yes,45,1,1,1,0,1,1,1,1985
3.21,Long,M,Yes,37,0,0,0,0,0,0,0,1986
7.34,Short,M,No,50,0,0,0,0,0,0,0,1987
8.56,Long,M,No,44,1,0,1,0,1,0,1,1988
3.35,Long,M,No,23,0,0,1,0,0,1,0,1989
8.39,Long,F,Yes,41,1,0,0,0,0,0,0,1990
3.39,Long,F,Yes,38,1,0,0,0,1,0,0,1991
5.3,Medium,F,No,36,1,1,0,0,0,0,0,1992
6.3,Short,F,No,40,1,0,0,0,0,0,1,1993
5.23,Long,M,No,22,0,0,0,0,1,1,1,1994
7.27,Long,M,No,33,0,0,0,0,0,1,0,1995
6.92,Short,M,No,28,1,1,1,0,0,1,0,1996
4.52,Long,M,No,22,1,0,0,0,0,0,1,1997
5.03,Medium,F,Yes,45,0,0,0,0,0,0,0,1998
4.5,Long,F,Yes,24,0,0,0,0,1,0,0,1999
9.41,Short,M,No,45,1,1,0,0,0,1,0,2000
6.88,Medium,F,Yes,29,0,0,0,0,1,0,0,2001
9.03,Medium,F,No,37,1,1,1,0,0,0,0,2002
5.62,Medium,M,No,23,0,0,0,0,1,0,0,2003
9.89,Medium,M,Yes,20,0,0,0,0,1,0,1,2004
3.4,Long,M,No,39,0,0,0,1,1,1,0,2005
9.92,Long,M,Yes,31,0,0,0,0,0,1,0,2006
9.43,Medium,F,Yes,32,0,0,0,0,0,1,0,2007
2.26,Short,F,Yes,52,0,1,0,0,1,0,0,2008
7.15,Long,F,Yes,27,0,1,0,0,0,1,0,2009
6.66,Medium,F,No,41,0,0,0,0,0,1,0,2010
5.44,Medium,M,Yes,42,0,1,0,0,1,1,0,2011
8.01,Medium,F,No,37,0,0,0,1,1,0,1,2012
6.56,Medium,M,No,29,0,0,0,1,0,0,1,2013
2.85,Long,M,No,34,0,0,0,0,0,0,0,2014
9.06,Medium,M,No,30,1,1,1,0,0,1,0,2015
3.76,Medium,M,No,43,0,0,0,0,0,1,0,2016
4.12,Long,M,No,40,0,0,0,0,0,0,1,2017
3.5,Long,M,No,31,0,0,1,1,1,0,0,2018
2.57,Long,F,Yes,42,1,0,0,0,1,0,0,2019
5.18,Medium,F,Yes,24,0,0,0,0,1,0,0,2020
2.96,Long,F,Yes,54,1,1,0,0,1,1,0,2021
7.66,Long,M,No,26,1,0,0,0,1,1,0,2022
6.18,Medium,F,No,22,1,0,1,0,1,0,0,2023
3.9,Medium,F,No,47,0,1,1,0,0,1,0,2024
6.71,Medium,M,Yes,43,1,0,0,1,1,0,0,2025
2.19,Medium,M,No,37,1,0,0,0,0,0,0,2026
2.55,Long,F,No,41,0,0,0,0,0,0,0,2027
3.44,Long,M,Yes,24,1,1,1,0,1,0,0,2028
7.94,Long,F,Yes,38,0,0,0,0,1,0,0,2029
8.35,Medium,F,Yes,35,1,0,0,0,1,1,0,2030
7.79,Long,M,No,25,0,0,0,0,0,0,0,2031
4.95,Short,F,No,30,1,1,0,0,0,1,0,2032
8.27,Long,F,No,55,1,1,0,0,0,1,0,2033
6.86,Long,M,Yes,41,1,1,1,0,1,1,1,2034
6.94,Short,F,Yes,54,0,0,1,0,0,0,0,2035
9.97,Long,F,No,37,1,1,0,0,1,1,0,2036
7.55,Long,M,No,38,1,0,0,0,1,1,0,2037
9.81,Long,M,Yes,45,0,0,0,0,1,1,0,2038
6.5,Medium,F,No,24,0,0,0,0,1,0,0,2039
7.87,Long,M,Yes,21,1,0,0,0,0,0,0,2040
6.66,Short,M,Yes,36,0,0,0,0,1,0,0,2041
5.83,Medium,M,Yes,30,0,0,0,0,0,0,0,2042
7.81,Long,F,No,20,0,0,0,0,0,0,0,2043
4.03,Medium,M,No,47,1,0,0,0,0,1,0,2044
7.09,Short,F,Yes,52,0,0,0,0,0,0,1,2045
9.78,Long,F,Yes,43,0,1,0,0,0,0,0,2046
5.98,Short,M,Yes,55,0,0,0,0,0,0,0,2047
8.8,Medium,M,No,31,1,0,0,0,1,0,0,2048
2.82,Long,F,Yes,50,0,0,0,1,1,0,0,2049
3.29,Long,F,Yes,55,0,1,0,0,0,0,0,2050
8.84,Medium,F,Yes,40,1,0,1,0,0,0,0,2051
6.14,Long,M,Yes,42,0,1,1,0,0,1,1,2052
5.78,Long,M,Yes,30,0,0,0,0,0,1,0,2053
5.58,Short,F,No,42,1,0,0,0,0,0,1,2054
7.58,Medium,M,No,43,0,0,0,0,0,1,0,2055
7.84,Long,F,Yes,27,0,0,0,0,0,0,0,2056
4.75,Long,M,Yes,53,0,1,0,0,0,0,0,2057
7.05,Medium,F,Yes,27,0,0,0,0,1,0,0,2058
7.56,Medium,M,No,31,0,0,0,0,0,0,0,2059
4.44,Short,M,No,51,1,0,0,0,0,1,0,2060
7.19,Long,F,No,47,1,1,0,0,1,0,0,2061
6.23,Medium,F,No,54,0,0,0,0,0,0,0,2062
2.89,Long,M,Yes,36,0,0,0,0,0,1,0,2063
7.56,Long,M,No,22,1,0,0,0,0,0,0,2064
5.33,Short,M,Yes,45,0,1,1,0,1,1,1,2065
2.82,Long,M,Yes,52,0,0,0,0,0,0,0,2066
8.12,Medium,M,Yes,40,1,0,0,0,1,0,0,2067
3,Medium,M,No,43,1,1,1,0,0,1,0,2068
8.47,Medium,F,Yes,46,0,1,0,0,0,0,0,2069
9.66,Short,M,Yes,23,1,1,0,0,0,1,0,2070
6.69,Medium,F,No,26,1,0,0,0,0,0,0,2071
9.11,Long,F,No,40,1,0,0,0,0,1,0,2072
3.95,Medium,M,No,34,0,0,0,0,0,0,0,2073
9.46,Short,F,Yes,34,0,1,0,1,0,1,1,2074
5.36,Short,F,No,19,0,1,0,0,0,1,0,2075
3.06,Long,F,Yes,52,0,0,0,1,0,0,0,2076
7.05,Short,F,No,37,0,0,0,0,1,0,0,2077
6.98,Short,M,Yes,37,1,1,1,0,1,1,0,2078
8.34,Long,F,No,40,0,0,0,0,1,0,0,2079
9.9,Medium,F,Yes,26,0,1,0,1,1,1,1,2080
3.87,Medium,M,No,31,0,0,0,0,0,0,0,2081
7.61,Medium,M,No,50,0,0,0,0,0,1,0,2082
5.13,Medium,F,No,48,0,1,1,0,0,0,0,2083
3.1,Short,M,No,25,0,0,0,0,0,0,0,2084
3.92,Long,M,Yes,23,0,1,0,0,0,0,1,2085
8.66,Short,M,No,48,0,1,0,0,0,1,0,2086
5.09,Medium,F,No,31,0,0,0,0,1,0,0,2087
4.21,Medium,M,No,38,0,0,0,0,0,0,0,2088
4.88,Long,F,No,29,0,1,1,0,0,1,0,2089
3.81,Long,M,Yes,27,1,0,0,0,0,0,0,2090
9.39,Long,F,No,41,0,0,0,0,1,0,0,2091
3,Medium,F,Yes,35,0,0,0,0,0,0,0,2092
4.57,Medium,M,Yes,26,1,1,1,0,0,1,0,2093
4.74,Short,F,No,48,0,0,0,0,0,0,0,2094
3.03,Medium,M,No,27,1,0,0,0,1,0,0,2095
2.14,Medium,F,No,21,0,0,0,0,0,0,0,2096
2.9,Medium,F,Yes,53,1,0,1,0,0,1,0,2097
7.47,Long,M,Yes,46,0,0,1,1,0,0,0,2098
2.08,Short,F,Yes,49,1,1,0,0,1,0,0,2099
2.2,Medium,F,No,28,0,1,1,0,0,1,0,2100
7.05,Short,F,Yes,20,0,0,0,0,0,0,0,2101
8.58,Long,M,Yes,34,1,0,0,0,1,0,0,2102
3.76,Medium,F,Yes,35,1,0,0,0,0,0,0,2103
2.33,Medium,F,Yes,28,0,1,0,0,0,1,1,2104
6.51,Long,F,Yes,41,0,0,0,0,0,0,1,2105
6.49,Medium,M,Yes,39,0,0,0,1,0,1,0,2106
7.41,Medium,F,Yes,48,0,0,0,0,1,0,0,2107
6.4,Short,F,Yes,44,0,0,0,0,0,0,1,2108
4.52,Medium,M,Yes,53,1,1,1,1,0,1,0,2109
6.14,Medium,M,Yes,35,0,0,0,0,0,0,0,2110
3.07,Long,F,Yes,28,0,0,0,0,0,0,0,2111
6.63,Short,F,No,39,1,0,1,0,0,0,0,2112
8.58,Long,M,Yes,40,1,0,0,0,0,0,0,2113
9.08,Medium,F,Yes,36,1,1,0,0,1,1,1,2114
9.95,Short,M,No,55,0,1,0,0,1,1,0,2115
8.19,Medium,M,No,45,0,0,0,0,1,1,0,2116
7.88,Medium,F,Yes,52,0,0,0,0,1,0,0,2117
2.81,Long,F,Yes,50,0,0,0,0,0,1,0,2118
6.15,Medium,F,No,49,0,1,1,0,0,1,0,2119
2.09,Long,M,Yes,49,0,0,0,0,0,0,0,2120
6,Short,M,Yes,34,0,0,0,0,0,0,0,2121
9.51,Long,M,Yes,46,0,1,0,0,1,0,0,2122
2.86,Long,F,No,44,0,0,0,0,0,0,0,2123
6.69,Short,F,Yes,21,0,0,0,0,0,0,0,2124
7.85,Short,F,Yes,29,1,0,0,0,1,0,0,2125
7.65,Long,M,No,37,0,1,1,0,0,1,0,2126
5.38,Medium,M,Yes,45,1,1,1,0,1,1,0,2127
5.78,Long,M,No,30,0,0,0,0,0,0,0,2128
8.4,Long,F,No,37,0,0,0,0,0,0,0,2129
2.56,Medium,M,Yes,34,1,1,0,0,1,1,0,2130
2.73,Short,M,Yes,23,1,0,0,0,0,0,0,2131
4.04,Medium,M,No,52,0,0,0,0,0,0,0,2132
7.87,Long,F,Yes,39,0,0,0,0,0,0,1,2133
6.58,Medium,F,No,39,1,0,0,0,0,0,0,2134
8.67,Short,M,Yes,38,1,1,0,0,0,1,0,2135
8.35,Long,M,No,39,1,1,0,0,0,0,0,2136
7.92,Medium,M,No,30,0,0,0,0,0,0,0,2137
2.3,Long,F,No,38,0,0,0,0,1,1,1,2138
2.28,Medium,M,No,50,0,0,0,1,1,0,0,2139
9.84,Medium,F,No,21,0,1,0,0,0,0,1,2140
9.86,Long,M,Yes,35,1,0,0,1,0,0,0,2141
3.33,Long,F,Yes,29,1,1,1,0,1,1,0,2142
5.32,Short,M,Yes,28,0,0,0,0,1,0,1,2143
9.17,Long,F,Yes,30,0,0,0,1,1,0,0,2144
5.01,Long,F,No,49,1,1,0,0,0,1,0,2145
5.31,Long,F,No,33,1,0,0,0,0,0,0,2146
7.3,Medium,M,Yes,49,0,0,0,0,0,0,0,2147
6.1,Long,M,No,20,0,0,0,0,0,1,0,2148
8.58,Medium,F,No,45,1,0,0,0,0,0,0,2149
5.83,Medium,M,No,40,0,0,0,0,0,0,0,2150
6.34,Medium,M,No,56,0,0,0,0,0,1,0,2151
9.43,Long,M,Yes,43,0,0,0,0,0,0,0,2152
3.77,Short,M,Yes,56,1,1,0,0,0,1,1,2153
7.57,Medium,F,Yes,20,0,0,0,0,0,0,0,2154
4.53,Long,F,Yes,32,1,1,0,0,0,0,0,2155
7.28,Medium,F,Yes,50,0,1,0,0,0,0,0,2156
4.97,Medium,M,No,45,0,0,0,0,1,0,0,2157
9,Long,M,Yes,54,0,0,1,0,0,1,0,2158
7.76,Long,F,No,48,1,0,0,0,1,0,1,2159
3.89,Long,M,Yes,43,0,0,0,0,0,0,1,2160
7.64,Medium,F,No,45,0,0,0,0,0,0,0,2161
9.64,Short,M,No,32,1,0,0,0,0,1,0,2162
5.84,Short,M,No,22,0,0,0,0,0,1,0,2163
5.03,Medium,F,No,31,1,0,0,0,0,1,0,2164
5.71,Short,M,Yes,50,0,0,0,0,0,0,0,2165
9.9,Short,F,No,53,1,1,1,0,0,1,0,2166
9.55,Short,M,Yes,45,0,0,0,0,1,0,1,2167
3.54,Medium,F,No,40,0,0,0,0,0,1,0,2168
5.2,Short,F,No,31,1,1,0,0,1,1,0,2169
5.74,Long,F,No,26,0,0,0,0,1,0,0,2170
3.28,Short,M,No,33,0,0,0,0,1,0,0,2171
6.83,Short,F,Yes,47,0,0,0,0,0,0,0,2172
2.9,Short,F,Yes,54,0,0,0,0,0,0,1,2173
3.3,Long,F,Yes,34,1,1,0,0,0,1,0,2174
7.4,Long,F,Yes,51,1,0,0,0,1,0,0,2175
7.17,Short,M,No,55,0,0,0,0,1,0,0,2176
5.21,Medium,F,Yes,31,0,0,0,0,1,1,0,2177
7.92,Medium,F,No,32,1,0,0,0,0,0,0,2178
3.75,Long,F,Yes,44,0,0,0,0,0,0,0,2179
6.38,Long,F,Yes,21,0,1,0,0,0,0,0,2180
7.26,Medium,M,Yes,21,0,0,0,0,0,0,0,2181
3.31,Medium,F,Yes,26,1,0,0,0,0,1,0,2182
2.2,Short,M,Yes,25,1,1,0,0,0,1,0,2183
8.69,Medium,M,No,42,1,0,1,0,0,0,0,2184
2.61,Short,F,No,49,0,0,0,0,0,0,0,2185
6.04,Medium,F,Yes,49,0,0,0,0,1,0,0,2186
3.93,Medium,M,No,22,1,1,0,0,0,1,0,2187
4.58,Short,M,No,44,1,1,1,0,0,0,0,2188
6.41,Long,M,Yes,38,0,0,0,0,0,1,0,2189
4.63,Short,F,Yes,22,0,0,0,0,0,1,0,2190
5.19,Short,M,Yes,27,1,0,1,0,0,0,0,2191
4.76,Long,F,Yes,23,0,0,0,0,0,0,1,2192
7.89,Medium,M,No,19,1,0,1,0,1,1,0,2193
4.75,Short,M,No,51,0,0,0,0,0,0,0,2194
5.52,Long,F,No,32,0,1,0,0,1,1,1,2195
5.13,Short,F,Yes,28,1,1,0,0,0,1,0,2196
3.82,Medium,M,Yes,52,0,0,0,0,1,0,0,2197
7.57,Medium,M,No,26,1,0,0,0,1,1,0,2198
2.19,Long,M,No,23,1,1,1,0,0,1,0,2199
2.07,Long,F,Yes,27,0,0,0,0,0,0,0,2200
4.17,Medium,M,Yes,20,0,0,0,0,1,1,0,2201
8.67,Long,F,Yes,24,1,0,0,1,1,0,1,2202
2.97,Long,F,Yes,28,0,1,0,0,0,1,0,2203
3.78,Medium,M,Yes,48,1,0,0,0,0,0,0,2204
5.07,Long,M,Yes,37,1,1,1,0,1,1,0,2205
7.92,Short,M,No,25,1,0,0,0,0,0,0,2206
3.36,Long,F,No,27,0,0,0,0,0,0,0,2207
8.63,Medium,F,No,44,0,1,1,0,1,1,0,2208
2.69,Long,F,Yes,27,0,0,0,0,0,0,1,2209
3.92,Long,M,Yes,49,1,0,0,0,0,0,0,2210
3.78,Medium,M,Yes,52,0,0,0,0,0,1,0,2211
2.94,Long,F,No,25,1,0,0,0,0,0,0,2212
2.18,Long,F,No,41,0,0,0,1,0,0,1,2213
8.12,Medium,M,No,24,0,0,0,0,0,0,0,2214
9.09,Short,F,No,50,0,0,0,0,0,1,0,2215
2.89,Medium,F,No,24,0,0,0,0,0,0,0,2216
2.56,Long,F,No,53,1,1,1,0,0,1,0,2217
6.05,Long,F,No,38,0,1,1,0,1,1,0,2218
9.71,Long,F,No,38,0,0,0,0,0,0,0,2219
7.92,Medium,M,Yes,38,0,0,1,0,1,0,1,2220
2.81,Short,F,No,31,0,0,1,0,1,1,1,2221
6.53,Short,M,Yes,35,1,0,0,0,0,0,0,2222
8.63,Medium,M,No,22,0,1,1,0,0,1,1,2223
2.98,Long,M,No,49,0,0,0,0,0,1,0,2224
5.58,Long,F,Yes,55,0,0,0,0,0,0,0,2225
8.09,Long,F,Yes,37,0,0,0,0,0,0,0,2226
3.69,Short,F,Yes,23,0,0,0,0,0,1,0,2227
9.69,Medium,M,Yes,44,0,0,0,0,1,0,0,2228
4.31,Long,F,Yes,26,1,1,0,0,0,1,0,2229
6.47,Medium,M,No,42,0,0,0,0,0,0,0,2230
6.8,Long,M,No,55,1,0,1,0,1,1,0,2231
6.16,Medium,M,Yes,40,0,1,0,1,1,0,1,2232
5.53,Medium,F,Yes,32,1,1,0,0,0,1,0,2233
6.39,Medium,M,No,49,0,0,0,0,0,1,0,2234
5.57,Short,M,No,27,1,0,0,0,1,0,0,2235
5.33,Medium,M,No,44,0,0,0,0,0,0,0,2236
3.78,Long,F,Yes,42,1,0,1,0,0,0,0,2237
6.33,Long,M,Yes,28,0,0,0,0,0,1,0,2238
4.12,Long,M,Yes,21,0,0,0,0,0,0,0,2239
8.63,Long,F,No,53,0,0,1,1,1,1,0,2240
5.49,Long,F,Yes,38,0,0,0,0,0,0,0,2241
2.32,Medium,F,Yes,44,0,0,0,0,0,0,0,2242
3.74,Medium,M,No,52,0,0,0,0,0,1,1,2243
4.89,Short,M,Yes,48,1,0,0,0,1,0,1,2244
2.34,Long,F,Yes,24,0,0,0,0,0,0,0,2245
8.45,Medium,M,No,21,1,1,1,1,0,1,0,2246
5.6,Medium,F,Yes,45,1,0,0,1,0,0,1,2247
3.03,Long,M,Yes,40,0,0,0,0,1,0,0,2248
2.78,Medium,F,Yes,47,0,0,0,0,1,0,0,2249
